loan_amnt,term_mths,int_rate,installment,grade,empl_yrs,annual_inc,verification_status,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,loan_status
12000,60,13.33,275.07,1,0.5,30000,1,35.92,23,1,10900,53.2,42,0,0,1
25000,60,11.53,550.2,1,0.5,85000,1,17.62,12,0,35523,82.6,31,2,0,1
8000,36,11.99,265.68,1,8,45000,1,19.17,10,0,15752,50.8,12,0,0,1
18250,60,16.29,446.63,1,1,137000,1,18.44,16,0,16478,44.1,41,11,0,1
24000,60,12.12,535.33,1,10,170000,1,5.48,9,0,19042,68.5,13,2,0,1
22000,60,18.99,570.58,0,6,65000,1,14.09,3,0,10401,104,7,0,0,1
14400,60,19.52,377.68,0,10,72000,1,21.28,13,0,13965,57.7,23,4,0,1
10175,36,8.9,323.09,1,10,59000,1,13.53,7,0,25766,72.4,14,1,0,1
29000,60,10.99,630.39,1,4,105000,1,11.66,13,0,14692,66.2,24,1,0,1
12000,36,12.39,400.82,1,5,30660,1,26.26,4,0,10599,71.6,11,0,0,1
7500,36,13.33,253.9,1,10,35000,1,36.93,10,0,10816,72.1,16,0,0,1
18000,36,13.99,615.11,1,10,130000,1,5.18,5,0,10118,88,25,7,0,1
14025,36,14.99,486.12,1,4,48000,1,9.78,7,0,3650,70.2,16,0,0,1
13375,36,14.65,461.36,1,4,79000,1,8.87,3,0,3960,92.1,6,0,0,1
24000,60,15.61,578.68,1,10,60000,1,15.8,11,0,8614,67.3,24,4,0,1
13000,36,7.69,405.52,1,10,70000,1,12.02,12,0,14562,34.8,20,2,0,1
11400,36,17.57,409.69,0,3,68000,1,5.03,18,0,4242,27.7,20,0,0,1
18000,60,13.66,415.67,1,10,47463,1,11.05,5,0,7126,85.9,18,2,0,1
35000,60,24.5,1017.07,0,9,165000,1,21.03,20,1,19078,77,46,1,1,1
5000,36,12.49,167.25,1,10,45000,1,18.83,13,0,7853,56,26,0,0,1
10000,36,15.31,348.18,1,8,67000,1,22.19,9,0,21393,95.9,10,0,0,1
8000,36,19.72,296.17,0,10,65000,1,15.19,11,0,22651,86.8,19,1,0,1
12000,60,18.99,311.23,0,10,45000,1,17.63,20,0,6922,33.9,24,0,0,1
6600,36,18.49,240.24,0,10,66000,1,15.89,9,0,12556,83.2,19,4,0,1
18000,36,19.24,662,0,10,133774.32,1,32.34,13,0,34150,93.6,30,2,0,1
25000,36,9.67,802.82,1,4,250000,1,8.08,9,0,17855,83.4,17,2,0,1
25000,60,12.49,562.33,1,0.5,90000,1,8.69,13,0,30519,51.8,29,3,0,1
29575,60,25.83,882.52,0,0.5,87000,1,12.8,5,1,4736,19.7,24,0,1,1
8000,36,10.64,260.55,1,8,37629,1,14.75,4,0,7488,62.4,5,0,0,1
15050,60,25.83,449.1,0,10,42000,1,21.01,9,0,18961,81.7,25,0,0,1
24000,36,14.16,822.13,1,10,95000,1,17.19,22,0,20153,34.3,38,10,0,1
22500,60,18.99,583.54,0,10,70000,1,26.47,12,0,43139,79.6,19,0,0,1
2500,36,12.88,84.1,1,3,54000,1,23.8,13,0,20510,71.7,21,1,0,1
7000,36,9.17,223.16,1,0.5,40000,1,25.67,8,0,4435,98.6,14,0,0,1
11000,36,16.55,389.73,0,0.5,44900,1,27.37,14,0,9734,76.6,26,0,0,1
10000,60,9.99,212.43,1,10,32000,1,9.79,13,0,12657,47.9,34,1,0,1
14425,60,25.99,431.81,0,2,41000,1,21.96,13,0,10900,23.5,33,0,0,1
9600,36,10.49,311.98,1,6,78000,1,11.08,13,1,5085,40,35,0,0,1
15000,60,14.31,351.44,1,1,65000,1,12.96,7,1,1068,9.7,30,4,1,1
20400,60,23.28,578.38,0,9,60000,1,17.14,15,1,11281,57.3,42,1,1,1
12000,36,16.55,425.16,0,3,55000,1,27.52,18,0,9268,42.1,18,0,0,1
9825,36,18.25,356.44,0,6,32000,1,2.93,4,0,2596,12.8,5,0,0,1
35000,60,14.99,832.47,1,2,179000,1,13.03,20,0,50913,71.8,62,3,0,1
35000,60,22.7,980.65,0,2,98000,1,24.91,12,0,23664,78.4,26,0,0,1
15000,60,14.49,352.85,1,8,70000,1,24.04,14,0,17909,50.4,30,1,0,1
12750,60,16.99,316.81,0,10,35464,1,18.96,12,0,3320,37.7,28,1,0,1
20000,36,7.89,625.72,1,10,90000,1,23.08,9,0,18527,62.8,18,2,0,1
12000,36,6.89,369.93,1,2,60000,1,34.3,23,0,12853,25.9,52,0,0,1
11000,60,12.99,250.23,1,1,25000,1,18.43,13,0,10562,37.3,21,0,0,1
15875,36,18.75,579.91,0,10,40000,1,19.65,8,1,3584,56.9,26,0,1,1
7000,36,13.66,238.09,1,4,42000,1,7.03,7,1,1479,15.1,24,0,1,1
15250,36,12.99,513.76,1,1,55588,1,17.64,11,0,5070,71.4,23,4,0,1
17400,60,13.33,398.85,1,5,56000,1,24.43,13,1,7902,56.8,19,1,1,1
14700,60,19.99,389.38,0,6,35000,1,23.46,11,0,15321,73.7,17,0,0,1
10000,36,9.71,321.32,1,10,70000,1,15.19,15,0,31426,60.4,21,1,0,1
11700,36,8.9,371.52,1,8,130000,1,22.01,15,0,11524,56.2,47,1,0,1
24000,60,12.99,545.96,1,7,130000,1,13.47,11,0,14386,81.3,23,4,0,1
9000,36,15.8,315.53,1,7,74800,1,17.76,12,0,19533,90.9,20,1,0,1
16000,36,14.65,551.91,1,3,100000,1,19.2,9,0,8300,75.5,22,3,0,1
20000,60,16.99,496.95,0,10,60000,1,17.14,9,1,7530,49,28,6,1,1
8000,36,10.15,258.71,1,2,42000,1,17.69,6,0,12819,69.3,14,0,0,1
35000,36,19.22,1286.86,0,5,100000,1,20.94,12,0,21551,54.7,20,0,0,1
12000,60,19.52,314.74,0,4,37000,1,36.7,9,1,4613,44.4,21,3,1,1
13425,60,14.65,316.92,1,2,28000,1,30.22,10,0,16314,57.6,28,0,0,1
15000,36,12.99,505.34,1,9,45500,1,37.46,14,0,17084,81.7,23,0,0,1
8200,36,18.55,298.72,0,9,60000,1,38.18,13,0,16659,50.8,19,3,0,1
13850,36,14.49,476.67,1,0.5,40000,1,13.2,7,1,6660,45.3,23,0,1,1
25000,60,19.53,655.83,0,3,60000,1,24.52,15,0,33141,43,17,0,0,1
14000,60,14.64,330.42,1,8,55100,1,27.68,17,0,15329,57.6,44,1,0,1
11200,60,16.29,274.1,0,3,50000,1,32.48,20,1,4642,13,29,0,1,1
12325,36,12.85,414.39,1,3,94000,1,7.79,12,0,6892,55,19,0,0,1
5200,36,13.11,175.49,1,2,29000,1,14.4,7,0,13103,57,8,0,0,1
6500,36,7.49,202.17,1,1,200000,1,5.85,9,0,1076,1.4,20,0,0,1
18000,36,10.15,582.08,1,10,85000,1,17.61,9,0,6457,58.7,22,3,0,1
12000,60,20.49,321.21,0,5,31200,1,18.12,6,0,1690,70.4,41,0,0,1
6000,36,18.54,218.55,0,10,65000,1,15.71,3,1,431,71.8,28,0,1,1
10000,60,18.55,256.94,0,4,38000,1,36.1,18,0,36671,74.4,28,0,0,1
5075,36,16.29,179.15,0,10,46000,1,17.11,5,0,7052,61.3,10,0,0,1
12000,36,6.92,370.09,1,10,55000,1,21.69,11,1,8231,58.4,37,1,1,1
30000,60,22.47,836.61,0,10,90000,1,14.41,10,0,5788,36.9,18,1,0,1
8000,36,11.22,262.75,1,10,71500,1,16.57,12,0,1662,16,26,0,0,1
16000,36,15.61,559.44,0,4,108000,1,12.24,6,0,11700,86.7,7,0,0,1
6000,36,19.52,221.52,0,10,56000,1,23.55,10,1,6640,61.5,37,3,1,1
15000,36,14.99,519.91,1,8,85000,1,16.52,19,2,31372,61.2,33,0,0,1
7000,36,17.57,251.56,0,4,37500,1,19.07,6,0,4899,58.3,6,0,0,1
10000,36,15.31,348.18,1,2,73000,1,15.45,8,0,3772,67.4,20,5,0,1
15100,36,12.99,508.71,1,3,36000,1,17.23,19,0,20547,58.4,30,2,0,1
5000,36,15.99,175.77,0,2,125000,1,10.44,8,1,15671,61.4,14,0,1,1
14375,60,21.48,392.79,0,5,40000,1,9.69,8,0,8368,60.6,16,2,0,1
35000,60,22.2,970.65,0,2,104000,1,19.27,19,0,65019,82.7,35,1,0,1
15000,36,13.33,507.8,1,10,68000,1,36.68,15,0,31008,87.1,27,0,0,1
20000,36,6.68,614.62,1,10,65000,1,26.74,20,0,28594,33.8,29,1,0,1
10000,60,21.18,271.55,0,2,35000,1,11.93,7,1,10947,42.6,10,0,1,1
8575,36,19.52,316.59,0,3,28600,1,37.81,13,0,20134,66.9,18,0,0,1
15000,36,13.53,509.25,1,10,55000,1,28.69,10,1,5825,25.9,30,1,1,1
29675,60,13.66,685.27,1,10,62000,1,10.88,10,0,25630,56.5,15,3,0,1
16800,60,13.98,390.74,1,7,60000,1,13,16,1,9124,28.2,33,0,0,1
18900,60,23.99,543.61,0,3,45000,1,18.11,26,2,12945,36,31,0,2,1
19275,60,17.86,488,0,10,46000,1,39.42,18,0,4683,26.8,31,0,0,1
24000,36,14.3,823.77,1,5,75000,1,9.71,13,0,20127,42.8,21,3,0,1
24000,60,24.99,704.3,0,4,65000,1,15.9,10,0,6081,67.6,15,1,0,1
6900,36,12.69,231.46,1,5,97172,1,21.61,13,0,25188,57.9,31,3,0,1
35000,60,14.65,826.24,1,10,90000,1,6.48,13,0,11651,37.6,28,5,0,1
27300,60,18.99,708.03,0,10,65000,1,20.07,10,0,21761,85.2,24,0,0,1
13150,36,11.67,434.7,1,1,30000,1,19.4,7,0,7334,58.2,9,0,0,1
20000,60,13.33,458.45,1,3,90000,1,21.91,13,0,16287,64.4,21,2,0,1
9600,36,12.49,321.11,1,4,80000,1,11.3,13,3,5151,25.9,21,0,3,1
28000,60,17.57,704.49,0,1,124000,1,24.06,24,1,14868,39.5,47,3,1,1
24000,60,17.27,599.96,1,10,93000,1,18.66,20,0,29011,58.8,31,0,0,1
18000,36,15.8,631.06,1,4,50000,1,17.09,8,0,15554,84.1,13,0,0,1
18000,36,13.99,615.11,1,10,85000,1,20.13,12,0,32564,77.9,19,2,0,1
10000,60,16.55,246.12,0,4,40000,1,32.19,11,0,8889,39.7,28,3,0,1
30000,60,23.63,856.61,0,4,103000,1,23.78,19,0,8896,58.1,46,1,0,1
25000,60,20.49,669.19,0,2,75000,1,15.98,8,0,13700,62.3,9,1,0,1
8400,36,14.65,289.76,1,2,26400,1,22.41,16,0,4428,25.3,22,0,0,1
35000,36,17.27,1252.56,1,1,125000,1,17.95,10,0,21310,46.3,17,2,0,1
8000,36,13.99,273.39,1,4,40000,1,14.49,9,0,11960,59.5,16,0,0,1
12950,36,16.99,461.64,0,6,36000,1,17.73,12,2,7027,31.1,38,0,0,1
3500,36,7.9,109.52,1,1,40000,1,15.12,9,0,1598,1.9,21,0,0,1
8350,36,18.24,302.88,0,2,37086,1,16.6,15,2,5070,42.6,23,0,1,1
28500,60,20.99,770.87,0,10,65000,1,28.17,15,0,32096,90.7,33,2,0,1
6000,36,13.99,205.04,1,8,45000,1,22.61,10,0,2138,5.8,24,0,0,1
28000,36,8.9,889.09,1,7,110000,1,2.26,5,0,14930,2.9,21,4,0,1
21000,60,21.48,573.81,0,5,135000,1,19.26,10,1,13357,32.7,23,2,1,1
30000,36,11.53,989.71,1,3,170000,1,21.67,21,0,48449,65.6,62,2,0,1
3600,36,8.18,113.12,1,6,38000,1,16.41,6,1,2062,20,18,1,0,1
15000,36,9.49,480.43,1,10,150000,1,5.5,4,1,1040,37.1,15,3,1,1
28000,60,15.61,675.12,0,7,73000,1,17.95,15,0,16273,36.7,22,0,0,1
30000,60,21.97,828.06,0,10,72500,1,38.55,25,0,9172,75.2,52,2,0,1
20000,36,8.9,635.07,1,7,156000,1,15.26,12,0,38752,73.8,31,2,0,1
20000,60,15.61,482.23,0,0.5,85000,1,34.73,13,0,40218,51.2,24,4,0,1
13000,36,6.49,398.38,1,10,110000,1,23.23,23,0,43946,60.6,53,5,0,1
20000,60,24.08,576.29,0,10,62943.54,1,19.9,5,1,3122,26.2,15,1,1,1
6000,36,11.99,199.26,1,10,75000,1,14.59,8,0,4287,27.5,16,1,0,1
24000,60,22.9,675.2,0,10,70000,1,18.84,10,0,29543,92.9,34,3,0,1
7925,36,12.99,266.99,1,3,24000,1,26.45,9,1,4768,58.9,26,1,1,1
18825,36,16.29,664.53,1,6,57000,1,11.85,14,0,3039,20.5,20,0,0,1
10000,60,19.47,262,0,6,30000,1,15.72,5,0,15815,83.2,18,0,0,1
20000,60,16.49,491.59,0,8,53000,1,24.55,9,0,16227,89.7,19,2,0,1
25000,60,16.24,611.15,1,4,100000,1,7.56,10,0,13208,64.1,22,7,0,1
15625,36,8.18,490.93,1,5,67000,1,7.47,5,0,17343,42.8,12,1,0,1
18250,60,28.49,573.64,0,10,115000,1,18.16,18,1,2577,9.1,28,4,1,1
5000,36,14.64,172.45,1,8,81000,1,12.03,17,1,12055,49.4,29,1,1,1
18000,60,8.67,370.78,1,10,94500,1,15.03,14,1,22446,75.1,17,0,0,1
25000,60,18.99,648.38,0,0.5,100000,1,14.3,20,0,4340,22.7,36,1,0,1
7125,36,16.59,252.58,0,10,50000,1,18.24,9,1,5497,96.4,16,0,1,1
8000,36,14.65,275.96,1,5,76000,1,24.06,11,0,21754,73,22,4,0,1
22650,60,19.99,599.97,0,7,54000,1,26.31,11,0,18709,58.1,18,1,0,1
11550,60,18.24,294.81,0,7,29000,1,21.98,13,0,14737,97.6,27,0,0,1
5000,36,18.25,181.39,0,1,24000,1,29.2,4,0,12313,97,9,0,0,1
35000,60,17.57,880.61,0,7,150000,1,8.59,10,0,17289,46.1,18,1,0,1
26375,60,19.52,691.76,0,7,57600,1,28.27,16,1,5575,24.1,28,2,0,1
15000,36,13.53,509.25,1,10,38500,1,34.76,20,0,11233,27.7,36,0,0,1
30000,60,12.29,671.74,1,0.5,70000,1,24.77,13,0,1235,1.8,18,0,0,1
25200,60,17.86,638,0,10,74800,1,23.52,12,0,25134,35.8,37,3,0,1
11500,36,14.33,394.89,1,0.5,34000,1,16.02,14,0,18557,83.2,26,0,0,1
17500,60,15.81,423.81,1,8,150000,1,9.02,12,0,28420,78.1,16,0,0,1
9125,36,18.99,334.45,0,3,100000,1,13.86,7,0,1626,65,15,0,0,1
9000,36,15.61,314.69,0,2,60000,1,33.92,21,1,24223,42.7,48,0,1,1
22000,36,12.49,735.88,1,10,97525,1,21.7,16,0,27263,72.9,27,0,0,1
11900,36,11.44,392.08,1,10,73000,1,26.83,14,0,8454,39.1,42,3,0,1
22000,60,18.92,569.73,0,7,67500,1,21.4,8,0,10809,93.2,19,0,0,1
20000,60,12.99,454.96,1,0.5,58900,1,12.24,22,0,18434,50.5,44,1,0,1
18000,60,20.75,484.44,0,2,70000,1,21.14,11,1,7901,81.5,22,2,0,1
9500,36,13.99,324.65,1,2,26000,1,24.7,9,0,7716,63.2,11,0,0,1
19600,60,15.61,472.59,0,4,67621.84,1,33.81,19,0,11639,80.8,38,0,0,1
12800,36,15.61,447.55,1,8,42000,1,15.49,7,0,5178,95.9,15,0,0,1
8000,36,15.31,278.54,1,0.5,45000,1,13.28,13,0,3132,47.5,28,0,0,1
18000,60,16.55,443.01,0,5,55000,1,28.19,19,0,23310,59.2,26,0,0,1
35000,60,19.97,926.71,0,10,165000,1,11.89,12,0,5173,66.3,22,1,0,1
9500,36,14.65,327.7,1,8,43000,1,38.49,17,0,18265,87.4,19,0,0,1
5000,36,12.99,168.45,1,8,55000,1,19.88,15,1,4089,16.3,33,3,1,1
12000,60,22.99,338.22,0,3,30000,1,23.72,9,0,10961,63.7,11,0,0,1
6000,36,16.99,213.89,0,1,50000,1,10.27,4,0,17888,96.7,18,2,0,1
1000,36,15.31,34.82,1,10,73000,1,19.53,11,1,11023,27.3,30,0,1,1
20000,36,13.66,680.26,1,10,62000,1,23.98,16,0,30795,56.7,26,0,0,1
23450,60,21.99,647.54,0,10,98124,1,14.41,14,0,18389,53.9,26,3,0,1
15000,60,20.49,401.51,0,10,60000,1,18.02,4,0,6671,102.6,6,0,0,1
9250,36,11.14,303.45,1,6,82000,1,16.72,16,0,13760,49.7,22,0,0,1
12000,60,16.29,293.67,0,3,60000,1,13.2,7,1,9621,85.1,16,0,0,1
12000,36,9.49,384.34,1,10,36000,1,7.7,6,1,6985,80.3,22,1,1,1
10500,60,16.29,256.97,0,9,27000,1,30.62,13,0,7487,37.6,13,0,0,1
24125,60,18.24,615.78,0,3,55000,1,30.57,10,0,6241,82.1,38,0,0,1
9000,36,18.54,327.82,0,6,53000,1,10.89,10,1,4859,36.8,28,2,1,1
5000,36,21.18,188.84,0,10,55000,1,19.62,11,0,6454,32.3,12,1,0,1
22400,36,13.99,765.48,1,3,75000,1,20.93,11,0,33457,52.1,30,0,0,1
6400,36,11.53,211.14,1,2,35000,1,13.65,16,0,3311,30.9,16,0,0,1
25575,60,19.52,670.77,0,10,80000,1,29.04,26,0,26978,43,41,2,0,1
12000,36,11.67,396.69,1,6,35000,1,10.77,13,0,5281,34.7,27,0,0,1
22750,60,23.99,654.34,0,9,60000,1,21.4,10,0,9823,49.1,23,0,0,1
20000,36,13.99,683.46,1,10,60000,1,22.3,8,0,0,0,15,2,0,1
20000,36,12.39,668.02,1,9,80000,1,18.77,10,0,15218,61.4,41,3,0,1
24000,36,12.35,801.17,1,7,90000,1,12.59,13,0,25930,73.2,26,0,0,1
22475,60,15.1,535.86,1,1,63000,1,18.15,23,0,16112,53.4,50,2,0,1
15000,36,8.39,472.75,1,10,67000,1,18.47,15,0,11961,54.9,28,4,0,1
28000,60,8.18,570.16,1,2,148500,1,15.83,9,0,37055,44.1,16,0,0,1
20000,36,12.29,667.06,1,10,60000,1,14.12,14,0,20167,56.2,31,0,0,1
17550,60,23.99,504.78,0,0.5,58400,1,23.51,7,0,2830,31.1,19,2,0,1
20000,60,15.61,482.23,0,6,55000,1,20.3,19,0,14985,53.1,34,3,0,1
20000,60,18.55,513.88,0,10,50000,1,27.7,10,0,14889,85.6,19,2,0,1
11000,36,16.29,388.31,1,2,72000,1,14.48,19,0,11183,67.4,25,0,0,1
10000,36,12.49,334.49,1,10,50000,1,21.32,11,0,16613,82.2,35,2,0,1
8000,36,6.49,245.16,1,3,110000,1,20.17,17,0,41756,55,34,2,0,1
16000,60,13.99,372.21,1,0.5,39264,1,5.29,11,0,7280,35.5,23,0,0,1
14150,60,20.99,382.73,0,10,42000,1,23,11,0,20812,65.7,16,1,0,1
13700,36,11.14,449.43,1,10,55000,1,11.91,12,0,1919,12.7,21,2,0,1
16000,36,13.99,546.77,1,10,70000,1,29.08,7,0,24168,95.1,23,0,0,1
20000,36,13.66,680.26,1,0.5,53000,1,26.86,8,0,9886,63.4,13,0,0,1
10000,36,13.67,340.18,1,4,60000,1,18.16,7,0,4831,43.1,15,0,0,1
10000,36,15.31,348.18,1,4,46000,1,22.2,5,0,18086,70.4,6,0,0,1
15000,36,9.99,483.94,1,3,62000,1,27,16,0,16658,43.2,28,1,0,1
30000,60,15.61,723.34,0,6,60000,1,15.57,6,0,19761,40.7,19,0,0,1
22000,36,19.52,812.23,0,5,77000,1,21.24,8,0,24271,69.5,19,0,0,1
24000,60,15.61,578.68,1,10,60000,1,10.84,11,0,24800,37.5,35,6,0,1
9325,36,15.61,326.05,0,6,26000,1,30.84,7,0,3722,22.2,10,0,0,1
24000,60,17.27,599.96,1,6,64000,1,20.55,10,0,31038,93.2,17,2,0,1
12250,36,7.62,381.73,1,1,35000,1,28.49,6,0,11390,51.8,20,4,0,1
25000,36,6.62,767.6,1,7,85000,1,18.14,10,0,12159,62.4,22,5,0,1
10000,36,13.18,337.81,1,4,34000,1,28.38,6,0,4267,67.7,14,0,0,1
21200,36,25.57,849.32,0,2,90000,1,23.79,19,0,13848,95.5,45,1,0,1
35000,36,17.86,1262.88,0,2,180000,1,15.39,17,0,48193,2.5,46,2,0,1
15000,60,18.55,385.41,0,10,89000,1,16.59,19,0,35447,47.9,33,4,0,1
17000,60,16.55,418.4,0,10,45000,1,26.53,7,0,5380,57.8,29,0,0,1
15000,60,13.49,345.08,1,0.5,45760,1,3.75,4,0,7232,19.2,4,0,0,1
8775,36,16.55,310.9,0,6,42000,1,23.4,10,0,6655,62.8,25,0,0,1
20000,36,9.49,640.57,1,7,84000,1,24.56,15,0,15880,36.8,24,0,0,1
15000,60,14.98,356.7,1,10,42000,1,17.94,11,0,16206,36.7,21,2,0,1
24000,36,9.17,765.1,1,8,235000,1,9.38,12,0,4975,45.2,33,3,0,1
10000,36,6.24,305.31,1,7,30000,1,16.84,6,0,4104,24.7,10,0,0,1
12000,60,15.61,289.34,0,10,89000,1,15.71,8,0,19944,51.4,30,4,0,1
12000,60,15.59,289.21,0,7,72000,1,32.08,14,0,9744,76.1,28,1,0,1
10000,60,17.14,249.28,0,2,55000,1,12.02,6,0,358,10.2,38,3,0,1
8775,36,17.57,315.35,0,0.5,34500,1,36.07,9,1,4326,48.1,20,0,1,1
14400,36,18.84,526.69,0,6,40000,1,21.15,6,0,3569,96.5,15,0,0,1
11200,60,14.31,262.41,1,10,46000,1,3.65,11,0,3841,14.7,32,5,0,1
8000,36,11.47,263.7,1,1,43867,1,16.96,10,0,9627,95.3,12,0,0,1
8500,36,12.99,286.36,1,5,70000,1,11.52,11,0,11166,46.1,16,2,0,1
9500,36,9.17,302.85,1,1,97000,1,16.81,10,0,41120,63.6,18,3,0,1
6075,60,18.55,156.09,0,0.5,40280,1,7.36,15,0,7669,48.2,37,5,0,1
5000,36,15.61,174.83,1,10,52000,1,18.14,9,2,14986,73.5,32,5,2,1
15000,36,13.98,512.52,1,2,150000,1,18.39,11,0,13230,78.7,14,0,0,1
12000,60,18.99,311.23,0,0.5,40000,1,27,10,0,5741,78.6,13,0,0,1
16000,60,18.99,414.97,0,7,70000,1,21.81,9,0,2063,64.5,23,0,0,1
12000,36,12.49,401.39,1,8,34295,1,20.48,12,0,20651,59.3,25,1,0,1
7000,36,14.99,242.63,1,0.5,24000,1,25.9,15,2,6429,48.7,21,0,0,1
15000,60,14.47,352.69,1,6,50000,1,23.33,14,0,13056,65.6,33,2,0,1
7500,36,19.52,276.9,0,10,55000,1,19.09,7,0,121130,74.8,40,1,0,1
22400,60,18.84,579.1,0,9,51000,1,22.54,9,0,12283,52.3,17,0,0,1
12000,36,13.98,410.02,1,4,65000,1,34.42,13,0,8913,42.6,36,1,0,1
35000,60,24.99,1027.1,0,6,132000,1,10.39,11,0,29993,65.6,13,0,0,1
20000,36,18.49,727.98,0,8,60000,1,24.96,9,0,5365,49.2,36,0,0,1
20000,60,18.25,510.6,0,4,75000,1,20.38,12,0,688,9.2,18,1,0,1
18000,60,14.31,421.73,1,8,50000,1,18.94,11,0,14054,77.6,22,1,0,1
18000,60,15.31,431.16,1,10,63102,1,4.93,6,0,11596,57.4,12,0,0,1
7425,36,14.46,255.44,1,10,125000,1,3.73,6,0,2308,64.1,11,1,0,1
23500,60,15.61,566.62,1,9,53500,1,17.16,8,0,26524,60.6,13,1,0,1
3000,36,13.67,102.06,1,7,45000,1,13.89,14,0,13955,78.4,23,1,0,1
13000,36,12.39,434.22,1,0.5,167000,1,13.21,13,1,41276,70.9,28,3,0,1
20000,60,18.99,518.71,0,10,105000,1,21.02,11,0,29517,49.9,31,4,0,1
21600,60,10.15,460.54,1,8,48000,1,19.5,6,0,11724,26.5,10,1,0,1
26225,60,27.88,814.64,0,10,71000,1,21.67,20,1,3744,24.2,45,0,1,1
20000,60,19.99,529.77,0,10,48500,1,16.36,6,0,15862,76.3,11,0,0,1
5000,36,18.25,181.39,0,0.5,130000,1,7.33,10,1,17645,68.9,14,0,1,1
24700,60,19.52,647.82,0,10,117350,1,15.54,13,0,17689,85,31,2,0,1
12000,60,17.86,303.81,0,6,30000,1,27.52,6,0,6045,45.1,24,0,0,1
22200,36,14.99,769.47,1,10,90000,1,16.83,9,0,30349,87.7,24,7,0,1
11400,60,19.52,299,0,2,80000,1,33.26,15,0,32598,62.4,27,3,0,1
4000,36,10.99,130.94,1,10,45000,1,13.36,9,0,3122,60,24,0,0,1
18000,60,15.61,434.01,0,7,51000,1,26.56,12,0,12943,57.5,28,2,0,1
12600,60,24.11,363.29,0,10,50000,1,19.91,9,0,7505,32.6,11,0,0,1
19125,60,23.4,543.55,0,0.5,50000,1,30.1,16,0,21766,42,39,5,0,1
3200,36,13.11,108,1,5,90000,1,13.27,8,0,42170,77.9,19,5,0,1
11225,60,22.99,316.38,0,10,55000,1,9.91,4,0,15477,99.9,13,0,0,1
31750,60,18.55,815.78,0,10,89000,1,16.21,34,0,39211,34.2,74,3,0,1
21100,60,19.05,547.93,0,10,60000,1,18.78,13,1,11034,43.1,24,5,1,1
24000,60,20.5,642.55,0,10,120000,1,10.96,17,0,31988,88.9,42,1,0,1
7650,36,18.54,278.65,0,3,50000,1,17.83,16,0,4186,79,22,0,0,1
28800,36,22.35,1105.11,0,2,60000,1,23.48,8,0,15454,61.1,21,1,0,1
4250,36,15.61,148.61,0,7,125000,1,8.08,11,0,3558,68.4,39,0,0,1
15750,60,14.99,374.61,1,7,35000,1,21.73,19,0,14001,53.2,66,0,0,1
11400,60,16.29,278.99,0,10,55000,1,13.06,9,1,6647,35.6,38,0,1,1
20000,36,6.68,614.62,1,5,77000,1,26.21,15,0,27791,60.8,22,1,0,1
10000,36,15.31,348.18,1,10,71000,1,32.01,14,0,28359,70.4,33,0,0,1
10000,36,8.9,317.54,1,5,50000,1,18.34,12,1,8335,40.3,20,0,1,1
9250,36,18.24,335.53,0,2,30000,1,23.04,9,0,6153,74.1,17,0,0,1
16000,60,15.61,385.79,0,5,65000,1,14.05,8,0,18090,60.3,27,2,0,1
27050,60,21.97,746.64,0,10,60000,1,20.31,12,0,27165,71.1,31,3,0,1
27000,60,19.99,715.19,0,10,130000,1,10.88,11,0,45330,85.3,18,0,0,1
20000,60,16.99,496.95,0,10,90000,1,12.57,11,1,13069,52.3,32,4,1,1
19600,60,13.35,449.48,1,1,50400,1,27.76,12,0,25213,71.2,27,2,0,1
8000,36,16.99,285.19,0,4,30000,1,26.56,10,2,3346,73.7,43,0,1,1
3600,36,16.55,127.55,0,8,48000,1,20.93,21,0,9729,38.2,39,2,0,1
35000,60,18.99,907.73,0,0.5,108000,1,12.29,14,0,25202,55.8,20,0,0,1
21000,60,8.18,427.62,1,3,48000,1,21.05,16,0,26392,39.6,27,2,0,1
18025,60,23.7,515.41,0,9,48000,1,27.48,11,0,8442,63.5,63,1,0,1
15000,60,18.25,382.95,0,6,66000,1,30.11,12,1,1170,7,25,5,1,1
6000,36,10.99,196.41,1,10,105000,1,31.44,13,0,38642,80,28,3,0,1
21000,60,18.55,539.57,0,2,60000,1,21.3,9,0,2377,84.9,27,2,0,1
35000,60,24.5,1017.07,0,3,130000,1,13.06,9,0,22066,42,16,2,0,1
15000,60,16.99,372.71,0,10,95500,1,16.1,23,0,3867,17.7,54,1,0,1
35000,60,21.99,966.47,0,10,135000,1,26.86,13,0,24379,56.8,26,1,0,1
12000,36,13.33,406.24,1,10,105000,1,13.62,4,0,4104,95.4,9,0,0,1
35000,60,17.86,886.11,0,10,120000,1,19.77,29,0,48303,76.4,38,0,0,1
10350,60,19.99,274.16,0,10,70000,1,20.5,18,0,26037,56.1,34,2,0,1
10000,60,11.53,220.08,1,6,36000,1,13.47,5,0,14099,85.2,13,0,0,1
21000,36,10.49,682.46,1,10,150000,1,13.24,32,0,51152,69,47,2,0,1
24000,36,12.69,805.08,1,6,315000,1,12.15,27,0,56700,49.6,38,1,0,1
18250,60,16.29,446.63,1,6,78000,1,24.8,9,1,9622,64.1,17,0,1,1
6000,36,12.39,200.41,1,3,27000,1,30.4,9,1,7134,46.3,20,1,1,1
